Region	Country	Year	Month	Product	Category	Sales	Units
South America	Mexico	2017	1	Flute	Winds	3879.00	515
South America	Mexico	2017	1	Oboe	Winds	3703.00	562
South America	Mexico	2017	1	Clarinet	Winds	3039.00	343
South America	Mexico	2017	1	Trumpet	Brass	2788.00	278
South America	Mexico	2017	1	Trombone	Brass	4584.00	599
South America	Mexico	2017	1	Tuba	Brass	4783.00	404
South America	Mexico	2017	1	Sax	Winds	5340.00	641
South America	Brazil	2017	1	Piano	Strings	6743.00	480
South America	Brazil	2017	1	Violin	Strings	4402.00	645
South America	Brazil	2017	1	Cello	Strings	6152.00	416
South America	Brazil	2017	1	Guitar	Strings	4776.00	618
South America	Brazil	2017	1	Flute	Winds	5700.00	563
South America	Brazil	2017	1	Oboe	Winds	6273.00	521
South America	Brazil	2017	1	Clarinet	Winds	4288.00	406
South America	Brazil	2017	1	Trumpet	Brass	4642.00	536
South America	Brazil	2017	1	Trombone	Brass	4301.00	386
South America	Brazil	2017	1	Tuba	Brass	6968.00	444
South America	Brazil	2017	1	Sax	Winds	5120.00	345
South America	Argentina	2017	1	Piano	Strings	3309.00	635
South America	Argentina	2017	1	Violin	Strings	2890.00	596
South America	Argentina	2017	1	Cello	Strings	4585.00	236
South America	Argentina	2017	1	Guitar	Strings	6532.00	618
South America	Argentina	2017	1	Flute	Winds	6726.00	378
South America	Argentina	2017	1	Oboe	Winds	5014.00	378
South America	Argentina	2017	1	Clarinet	Winds	6051.00	569
South America	Argentina	2017	1	Trumpet	Brass	5861.00	274
South America	Argentina	2017	1	Trombone	Brass	5921.00	209
South America	Argentina	2017	1	Tuba	Brass	4924.00	207
South America	Argentina	2017	1	Sax	Winds	4619.00	217
North America	USA	2017	2	Piano	Strings	2395.00	276
North America	USA	2017	2	Violin	Strings	4500.00	294
North America	USA	2017	2	Cello	Strings	5073.00	597
North America	USA	2017	2	Guitar	Strings	2373.00	304
North America	USA	2017	2	Flute	Winds	4878.00	251
North America	USA	2017	2	Oboe	Winds	6148.00	280
North America	USA	2017	2	Clarinet	Winds	3618.00	351
North America	USA	2017	2	Trumpet	Brass	2723.00	558
North America	USA	2017	2	Trombone	Brass	4005.00	241
North America	USA	2017	2	Tuba	Brass	2126.00	536
North America	USA	2017	2	Sax	Winds	6919.00	311
North America	Canada	2017	2	Piano	Strings	2907.00	557
North America	Canada	2017	2	Violin	Strings	4926.00	450
North America	Canada	2017	2	Cello	Strings	3775.00	412
North America	Canada	2017	2	Guitar	Strings	2039.00	609
North America	Canada	2017	2	Flute	Winds	6493.00	480
North America	Canada	2017	2	Oboe	Winds	4742.00	499
North America	Canada	2017	2	Clarinet	Winds	5014.00	481
North America	Canada	2017	2	Trumpet	Brass	4245.00	413
North America	Canada	2017	2	Trombone	Brass	5875.00	360
North America	Canada	2017	2	Tuba	Brass	5008.00	670
North America	Canada	2017	2	Sax	Winds	4838.00	295
Europe	France	2017	2	Piano	Strings	4504.00	684
Europe	France	2017	2	Violin	Strings	4777.00	329
Europe	France	2017	2	Cello	Strings	4233.00	662
Europe	France	2017	2	Guitar	Strings	4823.00	631
Europe	France	2017	2	Flute	Winds	6990.00	420
Europe	France	2017	2	Oboe	Winds	5750.00	373
Europe	France	2017	2	Clarinet	Winds	5379.00	335
Europe	France	2017	2	Trumpet	Brass	6621.00	243
Europe	France	2017	2	Trombone	Brass	6578.00	408
Europe	France	2017	2	Tuba	Brass	2674.00	576
Europe	France	2017	2	Sax	Winds	3359.00	465
Europe	Germany	2017	2	Piano	Strings	4464.00	612
Europe	Germany	2017	2	Violin	Strings	6347.00	475
Europe	Germany	2017	2	Cello	Strings	3255.00	378
Europe	Germany	2017	2	Guitar	Strings	2542.00	493
Europe	Germany	2017	2	Flute	Winds	2660.00	695
Europe	Germany	2017	2	Oboe	Winds	5079.00	235
Europe	Germany	2017	2	Clarinet	Winds	6530.00	316
Europe	Germany	2017	2	Trumpet	Brass	4248.00	272
Europe	Germany	2017	2	Trombone	Brass	3097.00	677
Europe	Germany	2017	2	Tuba	Brass	4757.00	345
Europe	Germany	2017	2	Sax	Winds	5362.00	283
Europe	UK	2017	2	Piano	Strings	4251.00	319
Europe	UK	2017	2	Violin	Strings	2740.00	217
Europe	UK	2017	2	Cello	Strings	3071.00	246
Europe	UK	2017	2	Guitar	Strings	3944.00	270
Europe	UK	2017	2	Flute	Winds	5278.00	566
Europe	UK	2017	2	Oboe	Winds	6132.00	202
Europe	UK	2017	2	Clarinet	Winds	5912.00	423
Europe	UK	2017	2	Trumpet	Brass	5294.00	622
Europe	UK	2017	2	Trombone	Brass	4510.00	610
Europe	UK	2017	2	Tuba	Brass	2895.00	497
Europe	UK	2017	2	Sax	Winds	4873.00	646
Europe	Spain	2017	2	Piano	Strings	3763.00	284
Europe	Spain	2017	2	Violin	Strings	6080.00	461
Europe	Spain	2017	2	Cello	Strings	5229.00	690
Europe	Spain	2017	2	Guitar	Strings	4752.00	226
Europe	Spain	2017	2	Flute	Winds	2524.00	553
Europe	Spain	2017	2	Oboe	Winds	3573.00	292
Europe	Spain	2017	2	Clarinet	Winds	5412.00	350
Europe	Spain	2017	2	Trumpet	Brass	6050.00	264
Europe	Spain	2017	2	Trombone	Brass	6084.00	328
Europe	Spain	2017	2	Tuba	Brass	2531.00	692
Europe	Spain	2017	2	Sax	Winds	3299.00	268
Africa	Egypt	2017	2	Piano	Strings	2470.00	398
Africa	Egypt	2017	2	Violin	Strings	2775.00	360
Africa	Egypt	2017	2	Cello	Strings	2944.00	413
Africa	Egypt	2017	2	Guitar	Strings	3825.00	215
Africa	Egypt	2017	2	Flute	Winds	3419.00	556
Africa	Egypt	2017	2	Oboe	Winds	2256.00	499
Africa	Egypt	2017	2	Clarinet	Winds	6760.00	621
Africa	Egypt	2017	2	Trumpet	Brass	4502.00	687
Africa	Egypt	2017	2	Trombone	Brass	6506.00	205
Africa	Egypt	2017	2	Tuba	Brass	3018.00	449
Africa	Egypt	2017	2	Sax	Winds	5378.00	647
Africa	Morocco	2017	2	Piano	Strings	2920.00	657
Africa	Morocco	2017	2	Violin	Strings	5046.00	601
Africa	Morocco	2017	2	Cello	Strings	4876.00	516
Africa	Morocco	2017	2	Guitar	Strings	2148.00	234
Africa	Morocco	2017	2	Flute	Winds	4247.00	324
Africa	Morocco	2017	2	Oboe	Winds	5553.00	540
Africa	Morocco	2017	2	Clarinet	Winds	6477.00	355
Africa	Morocco	2017	2	Trumpet	Brass	4876.00	292
Africa	Morocco	2017	2	Trombone	Brass	3731.00	365
Africa	Morocco	2017	2	Tuba	Brass	5247.00	606
Africa	Morocco	2017	2	Sax	Winds	2792.00	226
Asia	Japan	2017	2	Piano	Strings	3321.00	642
Asia	Japan	2017	2	Violin	Strings	4196.00	682
Asia	Japan	2017	2	Cello	Strings	4551.00	421
Asia	Japan	2017	2	Guitar	Strings	2624.00	236
Asia	Japan	2017	2	Flute	Winds	6695.00	272
Asia	Japan	2017	2	Oboe	Winds	3544.00	654
Asia	Japan	2017	2	Clarinet	Winds	4589.00	399
Asia	Japan	2017	2	Trumpet	Brass	6101.00	599
Asia	Japan	2017	2	Trombone	Brass	6161.00	582
Asia	Japan	2017	2	Tuba	Brass	2257.00	387
Asia	Japan	2017	2	Sax	Winds	4691.00	491
Asia	China	2017	2	Piano	Strings	2182.00	375
Asia	China	2017	2	Violin	Strings	2337.00	637
Asia	China	2017	2	Cello	Strings	5894.00	463
Asia	China	2017	2	Guitar	Strings	4889.00	437
Asia	China	2017	2	Flute	Winds	6151.00	231
Asia	China	2017	2	Oboe	Winds	2794.00	415
Asia	China	2017	2	Clarinet	Winds	2592.00	692
Asia	China	2017	2	Trumpet	Brass	3416.00	517
Asia	China	2017	2	Trombone	Brass	2124.00	680
Asia	China	2017	2	Tuba	Brass	4556.00	559
Asia	China	2017	2	Sax	Winds	5566.00	357
Asia	India	2017	2	Piano	Strings	4212.00	299
Asia	India	2017	2	Violin	Strings	5540.00	342
Asia	India	2017	2	Cello	Strings	6600.00	627
Asia	India	2017	2	Guitar	Strings	5610.00	472
Asia	India	2017	2	Flute	Winds	4417.00	391
Asia	India	2017	2	Oboe	Winds	5672.00	685
Asia	India	2017	2	Clarinet	Winds	2357.00	338
Asia	India	2017	2	Trumpet	Brass	3595.00	525
Asia	India	2017	2	Trombone	Brass	6876.00	689
Asia	India	2017	2	Tuba	Brass	3116.00	279
Asia	India	2017	2	Sax	Winds	2209.00	329
Asia	Thailand	2017	2	Piano	Strings	2972.00	231
Asia	Thailand	2017	2	Violin	Strings	2635.00	631
Asia	Thailand	2017	2	Cello	Strings	2298.00	547
Asia	Thailand	2017	2	Guitar	Strings	5993.00	399
Asia	Thailand	2017	2	Flute	Winds	2267.00	282
Asia	Thailand	2017	2	Oboe	Winds	3446.00	440
Asia	Thailand	2017	2	Clarinet	Winds	3975.00	512
Asia	Thailand	2017	2	Trumpet	Brass	5498.00	259
Asia	Thailand	2017	2	Trombone	Brass	2587.00	595
Asia	Thailand	2017	2	Tuba	Brass	4262.00	380
Asia	Thailand	2017	2	Sax	Winds	2727.00	550
Europe	Italy	2017	2	Piano	Strings	6968.00	288
Europe	Italy	2017	2	Violin	Strings	5116.00	566
Europe	Italy	2017	2	Cello	Strings	5739.00	504
Europe	Italy	2017	2	Guitar	Strings	4466.00	637
Europe	Italy	2017	2	Flute	Winds	3598.00	277
Europe	Italy	2017	2	Oboe	Winds	3616.00	316
Europe	Italy	2017	2	Clarinet	Winds	6738.00	405
Europe	Italy	2017	2	Trumpet	Brass	3930.00	601
Europe	Italy	2017	2	Trombone	Brass	3036.00	681
Europe	Italy	2017	2	Tuba	Brass	6928.00	443
Europe	Italy	2017	2	Sax	Winds	6821.00	463
South America	Mexico	2017	2	Piano	Strings	2186.00	374
South America	Mexico	2017	2	Violin	Strings	4886.00	370
South America	Mexico	2017	2	Cello	Strings	6470.00	271
South America	Mexico	2017	2	Guitar	Strings	3755.00	599
South America	Mexico	2017	2	Flute	Winds	4129.00	235
South America	Mexico	2017	2	Oboe	Winds	3202.00	376
South America	Mexico	2017	2	Clarinet	Winds	3738.00	602
South America	Mexico	2017	2	Trumpet	Brass	6009.00	522
South America	Mexico	2017	2	Trombone	Brass	5983.00	569
South America	Mexico	2017	2	Tuba	Brass	3992.00	648
South America	Mexico	2017	2	Sax	Winds	2807.00	462
South America	Brazil	2017	2	Piano	Strings	5256.00	479
South America	Brazil	2017	2	Violin	Strings	2798.00	610
South America	Brazil	2017	2	Cello	Strings	2718.00	297
South America	Brazil	2017	2	Guitar	Strings	2830.00	357
South America	Brazil	2017	2	Flute	Winds	3870.00	510
South America	Brazil	2017	2	Oboe	Winds	5955.00	693
South America	Brazil	2017	2	Clarinet	Winds	6794.00	349
South America	Brazil	2017	2	Trumpet	Brass	5539.00	516
South America	Brazil	2017	2	Trombone	Brass	2430.00	689
South America	Brazil	2017	2	Tuba	Brass	5660.00	508
South America	Brazil	2017	2	Sax	Winds	3089.00	493
South America	Argentina	2017	2	Piano	Strings	2741.00	647
South America	Argentina	2017	2	Violin	Strings	2219.00	382
South America	Argentina	2017	2	Cello	Strings	3449.00	342
South America	Argentina	2017	2	Guitar	Strings	5422.00	333
South America	Argentina	2017	2	Flute	Winds	3825.00	685
South America	Argentina	2017	2	Oboe	Winds	2720.00	495
South America	Argentina	2017	2	Clarinet	Winds	4686.00	337
South America	Argentina	2017	2	Trumpet	Brass	2068.00	637
South America	Argentina	2017	2	Trombone	Brass	3256.00	539
South America	Argentina	2017	2	Tuba	Brass	4123.00	220
South America	Argentina	2017	2	Sax	Winds	6063.00	236
North America	USA	2017	3	Piano	Strings	3255.00	587
North America	USA	2017	3	Violin	Strings	3076.00	346
North America	USA	2017	3	Cello	Strings	4817.00	290
North America	USA	2017	3	Guitar	Strings	3099.00	632
North America	USA	2017	3	Flute	Winds	3661.00	529
North America	USA	2017	3	Oboe	Winds	5409.00	219
North America	USA	2017	3	Clarinet	Winds	3898.00	227
North America	USA	2017	3	Trumpet	Brass	2644.00	221
North America	USA	2017	3	Trombone	Brass	4920.00	223
North America	USA	2017	3	Tuba	Brass	4952.00	500
North America	USA	2017	3	Sax	Winds	3663.00	592
North America	Canada	2017	3	Piano	Strings	5373.00	550
North America	Canada	2017	3	Violin	Strings	3120.00	593
North America	Canada	2017	3	Cello	Strings	6485.00	504
North America	Canada	2017	3	Guitar	Strings	2111.00	235
North America	Canada	2017	3	Flute	Winds	3291.00	268
North America	Canada	2017	3	Oboe	Winds	6298.00	476
North America	Canada	2017	3	Clarinet	Winds	2363.00	275
North America	Canada	2017	3	Trumpet	Brass	5448.00	543
North America	Canada	2017	3	Trombone	Brass	2230.00	375
North America	Canada	2017	3	Tuba	Brass	6949.00	376
North America	Canada	2017	3	Sax	Winds	5020.00	333
Europe	France	2017	3	Piano	Strings	5579.00	697
Europe	France	2017	3	Violin	Strings	4351.00	472
Europe	France	2017	3	Cello	Strings	4517.00	208
Europe	France	2017	3	Guitar	Strings	4469.00	423
Europe	France	2017	3	Flute	Winds	2614.00	412
Europe	France	2017	3	Oboe	Winds	5642.00	513
Europe	France	2017	3	Clarinet	Winds	2902.00	553
Europe	France	2017	3	Trumpet	Brass	5799.00	270
Europe	France	2017	3	Trombone	Brass	2367.00	694
Europe	France	2017	3	Tuba	Brass	3421.00	554
Europe	France	2017	3	Sax	Winds	2956.00	405
Europe	Germany	2017	3	Piano	Strings	6680.00	321
Europe	Germany	2017	3	Violin	Strings	3853.00	589
Europe	Germany	2017	3	Cello	Strings	3832.00	500
Europe	Germany	2017	3	Guitar	Strings	4984.00	423
Europe	Germany	2017	3	Flute	Winds	4858.00	504
Europe	Germany	2017	3	Oboe	Winds	6792.00	432
Europe	Germany	2017	3	Clarinet	Winds	4349.00	360
Europe	Germany	2017	3	Trumpet	Brass	6244.00	679
Europe	Germany	2017	3	Trombone	Brass	5657.00	470
Europe	Germany	2017	3	Tuba	Brass	4105.00	594
Europe	Germany	2017	3	Sax	Winds	6273.00	493
Europe	UK	2017	3	Piano	Strings	3448.00	410
Europe	UK	2017	3	Violin	Strings	4480.00	350
Europe	UK	2017	3	Cello	Strings	4420.00	239
Europe	UK	2017	3	Guitar	Strings	2234.00	360
Europe	UK	2017	3	Flute	Winds	5260.00	266
Europe	UK	2017	3	Oboe	Winds	4309.00	498
Europe	UK	2017	3	Clarinet	Winds	4564.00	568
Europe	UK	2017	3	Trumpet	Brass	3688.00	275
Europe	UK	2017	3	Trombone	Brass	4798.00	562
Europe	UK	2017	3	Tuba	Brass	3202.00	248
Europe	UK	2017	3	Sax	Winds	2068.00	572
Europe	Spain	2017	3	Piano	Strings	3422.00	651
Europe	Spain	2017	3	Violin	Strings	2133.00	527
Europe	Spain	2017	3	Cello	Strings	6797.00	657
Europe	Spain	2017	3	Guitar	Strings	2669.00	280
Europe	Spain	2017	3	Flute	Winds	3049.00	254
Europe	Spain	2017	3	Oboe	Winds	6788.00	554
Europe	Spain	2017	3	Clarinet	Winds	5809.00	261
Europe	Spain	2017	3	Trumpet	Brass	2803.00	510
Europe	Spain	2017	3	Trombone	Brass	5511.00	453
Europe	Spain	2017	3	Tuba	Brass	5241.00	449
Europe	Spain	2017	3	Sax	Winds	3531.00	323
Africa	Egypt	2017	3	Piano	Strings	2112.00	621
Africa	Egypt	2017	3	Violin	Strings	2578.00	464
Africa	Egypt	2017	3	Cello	Strings	3422.00	683
Africa	Egypt	2017	3	Guitar	Strings	3335.00	580
Africa	Egypt	2017	3	Flute	Winds	5940.00	259
Africa	Egypt	2017	3	Oboe	Winds	2349.00	611
Africa	Egypt	2017	3	Clarinet	Winds	4214.00	642
Africa	Egypt	2017	3	Trumpet	Brass	6171.00	498
Africa	Egypt	2017	3	Trombone	Brass	2835.00	610
Africa	Egypt	2017	3	Tuba	Brass	6749.00	563
Africa	Egypt	2017	3	Sax	Winds	4953.00	374
Africa	Morocco	2017	3	Piano	Strings	3066.00	518
Africa	Morocco	2017	3	Violin	Strings	2046.00	649
Africa	Morocco	2017	3	Cello	Strings	4033.00	596
Africa	Morocco	2017	3	Guitar	Strings	4930.00	344
Africa	Morocco	2017	3	Flute	Winds	2627.00	309
Africa	Morocco	2017	3	Oboe	Winds	6028.00	389
Africa	Morocco	2017	3	Clarinet	Winds	6284.00	334
Africa	Morocco	2017	3	Trumpet	Brass	2886.00	677
Africa	Morocco	2017	3	Trombone	Brass	3537.00	516
Africa	Morocco	2017	3	Tuba	Brass	2938.00	634
Africa	Morocco	2017	3	Sax	Winds	6912.00	504
Asia	Japan	2017	3	Piano	Strings	4519.00	415
Asia	Japan	2017	3	Violin	Strings	2060.00	509
Asia	Japan	2017	3	Cello	Strings	4134.00	225
Asia	Japan	2017	3	Guitar	Strings	3155.00	685
Asia	Japan	2017	3	Flute	Winds	4975.00	263
Asia	Japan	2017	3	Oboe	Winds	4534.00	638
Asia	Japan	2017	3	Clarinet	Winds	6681.00	294
Asia	Japan	2017	3	Trumpet	Brass	3582.00	557
Asia	Japan	2017	3	Trombone	Brass	6359.00	342
Asia	Japan	2017	3	Tuba	Brass	4879.00	475
Asia	Japan	2017	3	Sax	Winds	5844.00	511
Asia	China	2017	3	Piano	Strings	5586.00	650
Asia	China	2017	3	Violin	Strings	5224.00	434
Asia	China	2017	3	Cello	Strings	2091.00	572
Asia	China	2017	3	Guitar	Strings	2593.00	336
Asia	China	2017	3	Flute	Winds	2892.00	598
Asia	China	2017	3	Oboe	Winds	5079.00	236
Asia	China	2017	3	Clarinet	Winds	2745.00	207
Asia	China	2017	3	Trumpet	Brass	6100.00	265
Asia	China	2017	3	Trombone	Brass	3049.00	386
Asia	China	2017	3	Tuba	Brass	3885.00	611
Asia	China	2017	3	Sax	Winds	3493.00	634
Asia	India	2017	3	Piano	Strings	6240.00	588
Asia	India	2017	3	Violin	Strings	4939.00	600
Asia	India	2017	3	Cello	Strings	6558.00	334
Asia	India	2017	3	Guitar	Strings	3567.00	334
Asia	India	2017	3	Flute	Winds	6092.00	630
Asia	India	2017	3	Oboe	Winds	6267.00	677
Asia	India	2017	3	Clarinet	Winds	2464.00	344
Asia	India	2017	3	Trumpet	Brass	2276.00	264
Asia	India	2017	3	Trombone	Brass	4437.00	506
Asia	India	2017	3	Tuba	Brass	6071.00	657
Asia	India	2017	3	Sax	Winds	2925.00	496
Asia	Thailand	2017	3	Piano	Strings	6507.00	607
Asia	Thailand	2017	3	Violin	Strings	3261.00	372
Asia	Thailand	2017	3	Cello	Strings	2212.00	431
Asia	Thailand	2017	3	Guitar	Strings	3714.00	308
Asia	Thailand	2017	3	Flute	Winds	3225.00	524
Asia	Thailand	2017	3	Oboe	Winds	5252.00	670
Asia	Thailand	2017	3	Clarinet	Winds	3885.00	491
Asia	Thailand	2017	3	Trumpet	Brass	2559.00	210
Asia	Thailand	2017	3	Trombone	Brass	6974.00	403
Asia	Thailand	2017	3	Tuba	Brass	6301.00	384
Asia	Thailand	2017	3	Sax	Winds	4107.00	681
Europe	Italy	2017	3	Piano	Strings	6640.00	300
Europe	Italy	2017	3	Violin	Strings	2375.00	606
Europe	Italy	2017	3	Cello	Strings	3001.00	285
Europe	Italy	2017	3	Guitar	Strings	2229.00	447
Europe	Italy	2017	3	Flute	Winds	5089.00	586
Europe	Italy	2017	3	Oboe	Winds	6628.00	224
Europe	Italy	2017	3	Clarinet	Winds	5151.00	685
Europe	Italy	2017	3	Trumpet	Brass	6425.00	586
Europe	Italy	2017	3	Trombone	Brass	6494.00	244
