Region	Country	Year	Month	Product	Category	Sales	Units
Europe	UK	2016	1	Clarinet	Winds	4731.00	516
Europe	UK	2016	1	Trumpet	Brass	5313.00	270
Europe	UK	2016	1	Trombone	Brass	5477.00	200
Europe	UK	2016	1	Tuba	Brass	3803.00	644
Europe	UK	2016	1	Sax	Winds	2902.00	508
Europe	Spain	2016	1	Piano	Strings	4790.00	411
Europe	Spain	2016	1	Violin	Strings	4249.00	422
Europe	Spain	2016	1	Cello	Strings	4084.00	234
Europe	Spain	2016	1	Guitar	Strings	2430.00	225
Europe	Spain	2016	1	Flute	Winds	3515.00	472
Europe	Spain	2016	1	Oboe	Winds	4541.00	445
Europe	Spain	2016	1	Clarinet	Winds	2575.00	682
Europe	Spain	2016	1	Trumpet	Brass	6628.00	423
Europe	Spain	2016	1	Trombone	Brass	6306.00	259
Europe	Spain	2016	1	Tuba	Brass	4704.00	514
Europe	Spain	2016	1	Sax	Winds	4444.00	687
Africa	Egypt	2016	1	Piano	Strings	2013.00	399
Africa	Egypt	2016	1	Violin	Strings	6808.00	428
Africa	Egypt	2016	1	Cello	Strings	2545.00	538
Africa	Egypt	2016	1	Guitar	Strings	4939.00	425
Africa	Egypt	2016	1	Flute	Winds	5804.00	236
Africa	Egypt	2016	1	Oboe	Winds	4993.00	237
Africa	Egypt	2016	1	Clarinet	Winds	2821.00	339
Africa	Egypt	2016	1	Trumpet	Brass	6883.00	298
Africa	Egypt	2016	1	Trombone	Brass	3423.00	557
Africa	Egypt	2016	1	Tuba	Brass	4664.00	296
Africa	Egypt	2016	1	Sax	Winds	4744.00	404
Africa	Morocco	2016	1	Piano	Strings	3180.00	685
Africa	Morocco	2016	1	Violin	Strings	5996.00	274
Africa	Morocco	2016	1	Cello	Strings	5949.00	316
Africa	Morocco	2016	1	Guitar	Strings	4479.00	633
Africa	Morocco	2016	1	Flute	Winds	4310.00	693
Africa	Morocco	2016	1	Oboe	Winds	2851.00	340
Africa	Morocco	2016	1	Clarinet	Winds	2806.00	360
Africa	Morocco	2016	1	Trumpet	Brass	2642.00	592
Africa	Morocco	2016	1	Trombone	Brass	5832.00	404
Africa	Morocco	2016	1	Tuba	Brass	4020.00	494
Africa	Morocco	2016	1	Sax	Winds	5521.00	592
Asia	Japan	2016	1	Piano	Strings	6806.00	258
Asia	Japan	2016	1	Violin	Strings	5885.00	626
Asia	Japan	2016	1	Cello	Strings	2738.00	517
Asia	Japan	2016	1	Guitar	Strings	3207.00	527
Asia	Japan	2016	1	Flute	Winds	3993.00	275
Asia	Japan	2016	1	Oboe	Winds	2682.00	644
Asia	Japan	2016	1	Clarinet	Winds	2943.00	476
Asia	Japan	2016	1	Trumpet	Brass	6306.00	284
Asia	Japan	2016	1	Trombone	Brass	3180.00	200
Asia	Japan	2016	1	Tuba	Brass	2018.00	472
Asia	Japan	2016	1	Sax	Winds	6776.00	480
Asia	China	2016	1	Piano	Strings	4089.00	332
Asia	China	2016	1	Violin	Strings	2799.00	253
Asia	China	2016	1	Cello	Strings	4764.00	596
Asia	China	2016	1	Guitar	Strings	2081.00	425
Asia	China	2016	1	Flute	Winds	2153.00	240
Asia	China	2016	1	Oboe	Winds	3232.00	569
Asia	China	2016	1	Clarinet	Winds	4370.00	233
Asia	China	2016	1	Trumpet	Brass	4906.00	246
Asia	China	2016	1	Trombone	Brass	4925.00	431
Asia	China	2016	1	Tuba	Brass	4316.00	448
Asia	China	2016	1	Sax	Winds	4363.00	574
Asia	India	2016	1	Piano	Strings	2001.00	670
Asia	India	2016	1	Violin	Strings	3159.00	429
Asia	India	2016	1	Cello	Strings	2840.00	603
Asia	India	2016	1	Guitar	Strings	5850.00	538
Asia	India	2016	1	Flute	Winds	3320.00	459
Asia	India	2016	1	Oboe	Winds	6437.00	608
Asia	India	2016	1	Clarinet	Winds	5047.00	411
Asia	India	2016	1	Trumpet	Brass	5015.00	518
Asia	India	2016	1	Trombone	Brass	4519.00	667
Asia	India	2016	1	Tuba	Brass	5671.00	447
Asia	India	2016	1	Sax	Winds	4133.00	663
Asia	Thailand	2016	1	Piano	Strings	5620.00	637
Asia	Thailand	2016	1	Violin	Strings	4458.00	386
Asia	Thailand	2016	1	Cello	Strings	5599.00	273
Asia	Thailand	2016	1	Guitar	Strings	2746.00	315
Asia	Thailand	2016	1	Flute	Winds	6505.00	492
Asia	Thailand	2016	1	Oboe	Winds	2701.00	496
Asia	Thailand	2016	1	Clarinet	Winds	2288.00	515
Asia	Thailand	2016	1	Trumpet	Brass	5489.00	235
Asia	Thailand	2016	1	Trombone	Brass	4088.00	407
Asia	Thailand	2016	1	Tuba	Brass	2013.00	419
Asia	Thailand	2016	1	Sax	Winds	5632.00	456
Europe	Italy	2016	1	Piano	Strings	6417.00	458
Europe	Italy	2016	1	Violin	Strings	4867.00	685
Europe	Italy	2016	1	Cello	Strings	5863.00	362
Europe	Italy	2016	1	Guitar	Strings	6856.00	479
Europe	Italy	2016	1	Flute	Winds	6539.00	431
Europe	Italy	2016	1	Oboe	Winds	2916.00	351
Europe	Italy	2016	1	Clarinet	Winds	5925.00	575
Europe	Italy	2016	1	Trumpet	Brass	6010.00	318
Europe	Italy	2016	1	Trombone	Brass	6315.00	265
Europe	Italy	2016	1	Tuba	Brass	2388.00	411
Europe	Italy	2016	1	Sax	Winds	4573.00	595
South America	Mexico	2016	1	Piano	Strings	4474.00	309
South America	Mexico	2016	1	Violin	Strings	3160.00	486
South America	Mexico	2016	1	Cello	Strings	5013.00	596
South America	Mexico	2016	1	Guitar	Strings	2387.00	499
South America	Mexico	2016	1	Flute	Winds	2456.00	641
South America	Mexico	2016	1	Oboe	Winds	3941.00	284
South America	Mexico	2016	1	Clarinet	Winds	2602.00	611
South America	Mexico	2016	1	Trumpet	Brass	5647.00	651
South America	Mexico	2016	1	Trombone	Brass	6490.00	602
South America	Mexico	2016	1	Tuba	Brass	2481.00	262
South America	Mexico	2016	1	Sax	Winds	4540.00	392
South America	Brazil	2016	1	Piano	Strings	3839.00	456
South America	Brazil	2016	1	Violin	Strings	6941.00	333
South America	Brazil	2016	1	Cello	Strings	2052.00	689
South America	Brazil	2016	1	Guitar	Strings	5294.00	349
South America	Brazil	2016	1	Flute	Winds	2151.00	608
South America	Brazil	2016	1	Oboe	Winds	5500.00	577
South America	Brazil	2016	1	Clarinet	Winds	2882.00	246
South America	Brazil	2016	1	Trumpet	Brass	6906.00	619
South America	Brazil	2016	1	Trombone	Brass	3973.00	340
South America	Brazil	2016	1	Tuba	Brass	2689.00	427
South America	Brazil	2016	1	Sax	Winds	4650.00	279
South America	Argentina	2016	1	Piano	Strings	6499.00	314
South America	Argentina	2016	1	Violin	Strings	3400.00	673
South America	Argentina	2016	1	Cello	Strings	5353.00	580
South America	Argentina	2016	1	Guitar	Strings	3991.00	549
South America	Argentina	2016	1	Flute	Winds	3772.00	276
South America	Argentina	2016	1	Oboe	Winds	2730.00	669
South America	Argentina	2016	1	Clarinet	Winds	4171.00	583
South America	Argentina	2016	1	Trumpet	Brass	6990.00	478
South America	Argentina	2016	1	Trombone	Brass	3503.00	321
South America	Argentina	2016	1	Tuba	Brass	4963.00	676
South America	Argentina	2016	1	Sax	Winds	6147.00	583
North America	USA	2016	2	Piano	Strings	6687.00	406
North America	USA	2016	2	Violin	Strings	3048.00	492
North America	USA	2016	2	Cello	Strings	6303.00	584
North America	USA	2016	2	Guitar	Strings	2112.00	582
North America	USA	2016	2	Flute	Winds	5575.00	335
North America	USA	2016	2	Oboe	Winds	4841.00	309
North America	USA	2016	2	Clarinet	Winds	3655.00	571
North America	USA	2016	2	Trumpet	Brass	4228.00	681
North America	USA	2016	2	Trombone	Brass	3099.00	680
North America	USA	2016	2	Tuba	Brass	3894.00	518
North America	USA	2016	2	Sax	Winds	2131.00	353
North America	Canada	2016	2	Piano	Strings	3483.00	333
North America	Canada	2016	2	Violin	Strings	3159.00	523
North America	Canada	2016	2	Cello	Strings	5298.00	342
North America	Canada	2016	2	Guitar	Strings	2543.00	438
North America	Canada	2016	2	Flute	Winds	2195.00	594
North America	Canada	2016	2	Oboe	Winds	6607.00	357
North America	Canada	2016	2	Clarinet	Winds	6721.00	231
North America	Canada	2016	2	Trumpet	Brass	3907.00	370
North America	Canada	2016	2	Trombone	Brass	6507.00	370
North America	Canada	2016	2	Tuba	Brass	3747.00	341
North America	Canada	2016	2	Sax	Winds	5909.00	610
Europe	France	2016	2	Piano	Strings	5942.00	483
Europe	France	2016	2	Violin	Strings	3895.00	668
Europe	France	2016	2	Cello	Strings	6838.00	548
Europe	France	2016	2	Guitar	Strings	3188.00	633
Europe	France	2016	2	Flute	Winds	6572.00	651
Europe	France	2016	2	Oboe	Winds	5657.00	350
Europe	France	2016	2	Clarinet	Winds	2592.00	214
Europe	France	2016	2	Trumpet	Brass	3959.00	428
Europe	France	2016	2	Trombone	Brass	4420.00	536
Europe	France	2016	2	Tuba	Brass	4425.00	375
Europe	France	2016	2	Sax	Winds	4672.00	489
Europe	Germany	2016	2	Piano	Strings	6205.00	351
Europe	Germany	2016	2	Violin	Strings	6317.00	339
Europe	Germany	2016	2	Cello	Strings	6656.00	556
Europe	Germany	2016	2	Guitar	Strings	6197.00	689
Europe	Germany	2016	2	Flute	Winds	2984.00	235
Europe	Germany	2016	2	Oboe	Winds	4793.00	552
Europe	Germany	2016	2	Clarinet	Winds	5135.00	309
Europe	Germany	2016	2	Trumpet	Brass	2238.00	542
Europe	Germany	2016	2	Trombone	Brass	4933.00	638
Europe	Germany	2016	2	Tuba	Brass	5584.00	202
Europe	Germany	2016	2	Sax	Winds	6476.00	398
Europe	UK	2016	2	Piano	Strings	2318.00	441
Europe	UK	2016	2	Violin	Strings	2768.00	595
Europe	UK	2016	2	Cello	Strings	5127.00	610
Europe	UK	2016	2	Guitar	Strings	3620.00	692
Europe	UK	2016	2	Flute	Winds	2915.00	693
Europe	UK	2016	2	Oboe	Winds	4783.00	369
Europe	UK	2016	2	Clarinet	Winds	3064.00	632
Europe	UK	2016	2	Trumpet	Brass	3339.00	408
Europe	UK	2016	2	Trombone	Brass	4958.00	269
Europe	UK	2016	2	Tuba	Brass	4347.00	698
Europe	UK	2016	2	Sax	Winds	4739.00	416
Europe	Spain	2016	2	Piano	Strings	3730.00	368
Europe	Spain	2016	2	Violin	Strings	6331.00	554
Europe	Spain	2016	2	Cello	Strings	2413.00	547
Europe	Spain	2016	2	Guitar	Strings	3699.00	648
Europe	Spain	2016	2	Flute	Winds	6719.00	244
Europe	Spain	2016	2	Oboe	Winds	4370.00	596
Europe	Spain	2016	2	Clarinet	Winds	5006.00	358
Europe	Spain	2016	2	Trumpet	Brass	4195.00	301
Europe	Spain	2016	2	Trombone	Brass	5561.00	310
Europe	Spain	2016	2	Tuba	Brass	3365.00	360
Europe	Spain	2016	2	Sax	Winds	5734.00	299
Africa	Egypt	2016	2	Piano	Strings	3680.00	390
Africa	Egypt	2016	2	Violin	Strings	2338.00	690
Africa	Egypt	2016	2	Cello	Strings	2059.00	472
Africa	Egypt	2016	2	Guitar	Strings	3280.00	515
Africa	Egypt	2016	2	Flute	Winds	5311.00	218
Africa	Egypt	2016	2	Oboe	Winds	5461.00	612
Africa	Egypt	2016	2	Clarinet	Winds	6147.00	473
Africa	Egypt	2016	2	Trumpet	Brass	3907.00	377
Africa	Egypt	2016	2	Trombone	Brass	5448.00	628
Africa	Egypt	2016	2	Tuba	Brass	2168.00	653
Africa	Egypt	2016	2	Sax	Winds	5779.00	569
Africa	Morocco	2016	2	Piano	Strings	3955.00	233
Africa	Morocco	2016	2	Violin	Strings	6154.00	249
Africa	Morocco	2016	2	Cello	Strings	6028.00	495
Africa	Morocco	2016	2	Guitar	Strings	3056.00	380
Africa	Morocco	2016	2	Flute	Winds	2341.00	658
Africa	Morocco	2016	2	Oboe	Winds	2695.00	253
Africa	Morocco	2016	2	Clarinet	Winds	4433.00	668
Africa	Morocco	2016	2	Trumpet	Brass	4533.00	688
Africa	Morocco	2016	2	Trombone	Brass	3064.00	202
Africa	Morocco	2016	2	Tuba	Brass	6041.00	598
Africa	Morocco	2016	2	Sax	Winds	6109.00	305
Asia	Japan	2016	2	Piano	Strings	3719.00	691
Asia	Japan	2016	2	Violin	Strings	2697.00	643
Asia	Japan	2016	2	Cello	Strings	5363.00	283
Asia	Japan	2016	2	Guitar	Strings	3605.00	391
Asia	Japan	2016	2	Flute	Winds	3576.00	251
Asia	Japan	2016	2	Oboe	Winds	2894.00	236
Asia	Japan	2016	2	Clarinet	Winds	5537.00	596
Asia	Japan	2016	2	Trumpet	Brass	5802.00	513
Asia	Japan	2016	2	Trombone	Brass	4017.00	643
Asia	Japan	2016	2	Tuba	Brass	2885.00	461
Asia	Japan	2016	2	Sax	Winds	4642.00	361
Asia	China	2016	2	Piano	Strings	5407.00	607
Asia	China	2016	2	Violin	Strings	4410.00	307
Asia	China	2016	2	Cello	Strings	6980.00	274
Asia	China	2016	2	Guitar	Strings	6459.00	696
Asia	China	2016	2	Flute	Winds	6456.00	214
Asia	China	2016	2	Oboe	Winds	6077.00	598
Asia	China	2016	2	Clarinet	Winds	2065.00	361
Asia	China	2016	2	Trumpet	Brass	2974.00	255
Asia	China	2016	2	Trombone	Brass	6811.00	223
Asia	China	2016	2	Tuba	Brass	4792.00	531
Asia	China	2016	2	Sax	Winds	5107.00	382
Asia	India	2016	2	Piano	Strings	6874.00	481
Asia	India	2016	2	Violin	Strings	5666.00	629
Asia	India	2016	2	Cello	Strings	3280.00	541
Asia	India	2016	2	Guitar	Strings	5647.00	223
Asia	India	2016	2	Flute	Winds	4050.00	356
Asia	India	2016	2	Oboe	Winds	6040.00	273
Asia	India	2016	2	Clarinet	Winds	3723.00	222
Asia	India	2016	2	Trumpet	Brass	3309.00	248
Asia	India	2016	2	Trombone	Brass	6097.00	653
Asia	India	2016	2	Tuba	Brass	2282.00	603
Asia	India	2016	2	Sax	Winds	5253.00	584
Asia	Thailand	2016	2	Piano	Strings	5292.00	547
Asia	Thailand	2016	2	Violin	Strings	2813.00	683
Asia	Thailand	2016	2	Cello	Strings	2567.00	415
Asia	Thailand	2016	2	Guitar	Strings	6458.00	302
Asia	Thailand	2016	2	Flute	Winds	3873.00	686
Asia	Thailand	2016	2	Oboe	Winds	4696.00	545
Asia	Thailand	2016	2	Clarinet	Winds	6400.00	609
Asia	Thailand	2016	2	Trumpet	Brass	2876.00	464
Asia	Thailand	2016	2	Trombone	Brass	3909.00	460
Asia	Thailand	2016	2	Tuba	Brass	5452.00	378
Asia	Thailand	2016	2	Sax	Winds	2114.00	433
Europe	Italy	2016	2	Piano	Strings	4501.00	321
Europe	Italy	2016	2	Violin	Strings	5333.00	638
Europe	Italy	2016	2	Cello	Strings	4487.00	610
Europe	Italy	2016	2	Guitar	Strings	4369.00	240
Europe	Italy	2016	2	Flute	Winds	3278.00	541
Europe	Italy	2016	2	Oboe	Winds	5658.00	215
Europe	Italy	2016	2	Clarinet	Winds	4410.00	209
Europe	Italy	2016	2	Trumpet	Brass	6654.00	233
Europe	Italy	2016	2	Trombone	Brass	5606.00	453
Europe	Italy	2016	2	Tuba	Brass	2474.00	666
Europe	Italy	2016	2	Sax	Winds	3536.00	429
South America	Mexico	2016	2	Piano	Strings	3786.00	218
South America	Mexico	2016	2	Violin	Strings	4837.00	302
South America	Mexico	2016	2	Cello	Strings	5950.00	688
South America	Mexico	2016	2	Guitar	Strings	3379.00	567
South America	Mexico	2016	2	Flute	Winds	4410.00	350
South America	Mexico	2016	2	Oboe	Winds	3776.00	497
South America	Mexico	2016	2	Clarinet	Winds	6332.00	460
South America	Mexico	2016	2	Trumpet	Brass	6159.00	207
South America	Mexico	2016	2	Trombone	Brass	3499.00	389
South America	Mexico	2016	2	Tuba	Brass	2183.00	359
South America	Mexico	2016	2	Sax	Winds	6446.00	382
South America	Brazil	2016	2	Piano	Strings	2298.00	472
South America	Brazil	2016	2	Violin	Strings	4854.00	442
South America	Brazil	2016	2	Cello	Strings	4267.00	375
South America	Brazil	2016	2	Guitar	Strings	4192.00	335
South America	Brazil	2016	2	Flute	Winds	2923.00	274
South America	Brazil	2016	2	Oboe	Winds	3605.00	223
South America	Brazil	2016	2	Clarinet	Winds	6194.00	447
South America	Brazil	2016	2	Trumpet	Brass	5054.00	423
South America	Brazil	2016	2	Trombone	Brass	2361.00	565
South America	Brazil	2016	2	Tuba	Brass	3709.00	292
South America	Brazil	2016	2	Sax	Winds	3581.00	638
South America	Argentina	2016	2	Piano	Strings	4589.00	230
South America	Argentina	2016	2	Violin	Strings	5645.00	585
South America	Argentina	2016	2	Cello	Strings	5452.00	315
South America	Argentina	2016	2	Guitar	Strings	3999.00	428
South America	Argentina	2016	2	Flute	Winds	5935.00	564
South America	Argentina	2016	2	Oboe	Winds	6008.00	614
South America	Argentina	2016	2	Clarinet	Winds	2948.00	308
South America	Argentina	2016	2	Trumpet	Brass	4472.00	459
South America	Argentina	2016	2	Trombone	Brass	2308.00	210
South America	Argentina	2016	2	Tuba	Brass	2390.00	220
South America	Argentina	2016	2	Sax	Winds	6638.00	388
North America	USA	2016	3	Piano	Strings	3977.00	289
North America	USA	2016	3	Violin	Strings	4500.00	680
North America	USA	2016	3	Cello	Strings	6931.00	512
North America	USA	2016	3	Guitar	Strings	5792.00	524
North America	USA	2016	3	Flute	Winds	5945.00	637
North America	USA	2016	3	Oboe	Winds	3384.00	463
North America	USA	2016	3	Clarinet	Winds	2475.00	385
North America	USA	2016	3	Trumpet	Brass	6010.00	286
North America	USA	2016	3	Trombone	Brass	5757.00	640
North America	USA	2016	3	Tuba	Brass	2409.00	275
North America	USA	2016	3	Sax	Winds	5070.00	275
North America	Canada	2016	3	Piano	Strings	6716.00	597
North America	Canada	2016	3	Violin	Strings	3252.00	596
North America	Canada	2016	3	Cello	Strings	5103.00	306
North America	Canada	2016	3	Guitar	Strings	6467.00	408
North America	Canada	2016	3	Flute	Winds	3666.00	480
North America	Canada	2016	3	Oboe	Winds	5219.00	218
North America	Canada	2016	3	Clarinet	Winds	2571.00	475
North America	Canada	2016	3	Trumpet	Brass	6619.00	548
North America	Canada	2016	3	Trombone	Brass	6441.00	310
North America	Canada	2016	3	Tuba	Brass	2900.00	384
North America	Canada	2016	3	Sax	Winds	5999.00	676
Europe	France	2016	3	Piano	Strings	6182.00	246
Europe	France	2016	3	Violin	Strings	5954.00	565
Europe	France	2016	3	Cello	Strings	4490.00	384
Europe	France	2016	3	Guitar	Strings	4147.00	532
Europe	France	2016	3	Flute	Winds	4017.00	596
Europe	France	2016	3	Oboe	Winds	6941.00	573
Europe	France	2016	3	Clarinet	Winds	2640.00	675
Europe	France	2016	3	Trumpet	Brass	5857.00	639
Europe	France	2016	3	Trombone	Brass	4686.00	479
Europe	France	2016	3	Tuba	Brass	5471.00	263
Europe	France	2016	3	Sax	Winds	6950.00	625
Europe	Germany	2016	3	Piano	Strings	2547.00	323
Europe	Germany	2016	3	Violin	Strings	5956.00	314
Europe	Germany	2016	3	Cello	Strings	6437.00	418
Europe	Germany	2016	3	Guitar	Strings	6477.00	268
Europe	Germany	2016	3	Flute	Winds	5714.00	384
Europe	Germany	2016	3	Oboe	Winds	6296.00	311
Europe	Germany	2016	3	Clarinet	Winds	6065.00	420
Europe	Germany	2016	3	Trumpet	Brass	2228.00	552
Europe	Germany	2016	3	Trombone	Brass	4432.00	350
Europe	Germany	2016	3	Tuba	Brass	2379.00	218
Europe	Germany	2016	3	Sax	Winds	4403.00	503
Europe	UK	2016	3	Piano	Strings	4665.00	588
Europe	UK	2016	3	Violin	Strings	2854.00	225
Europe	UK	2016	3	Cello	Strings	6579.00	572
Europe	UK	2016	3	Guitar	Strings	2833.00	505
Europe	UK	2016	3	Flute	Winds	6202.00	401
Europe	UK	2016	3	Oboe	Winds	2711.00	240
Europe	UK	2016	3	Clarinet	Winds	4475.00	450
Europe	UK	2016	3	Trumpet	Brass	6562.00	612
Europe	UK	2016	3	Trombone	Brass	3708.00	682
Europe	UK	2016	3	Tuba	Brass	5812.00	601
Europe	UK	2016	3	Sax	Winds	2349.00	218
Europe	Spain	2016	3	Piano	Strings	2124.00	614
Europe	Spain	2016	3	Violin	Strings	6002.00	534
Europe	Spain	2016	3	Cello	Strings	6544.00	244
Europe	Spain	2016	3	Guitar	Strings	4687.00	280
Europe	Spain	2016	3	Flute	Winds	4885.00	653
Europe	Spain	2016	3	Oboe	Winds	6359.00	225
Europe	Spain	2016	3	Clarinet	Winds	4373.00	579
Europe	Spain	2016	3	Trumpet	Brass	6675.00	329
Europe	Spain	2016	3	Trombone	Brass	6535.00	469
Europe	Spain	2016	3	Tuba	Brass	5006.00	437
Europe	Spain	2016	3	Sax	Winds	6342.00	241
Africa	Egypt	2016	3	Piano	Strings	6706.00	599
Africa	Egypt	2016	3	Violin	Strings	2595.00	658
Africa	Egypt	2016	3	Cello	Strings	6623.00	516
Africa	Egypt	2016	3	Guitar	Strings	4572.00	345
Africa	Egypt	2016	3	Flute	Winds	3872.00	610
Africa	Egypt	2016	3	Oboe	Winds	4913.00	415
Africa	Egypt	2016	3	Clarinet	Winds	2844.00	221
Africa	Egypt	2016	3	Trumpet	Brass	3764.00	231
Africa	Egypt	2016	3	Trombone	Brass	5473.00	424
Africa	Egypt	2016	3	Tuba	Brass	4166.00	287
Africa	Egypt	2016	3	Sax	Winds	4754.00	477
Africa	Morocco	2016	3	Piano	Strings	3696.00	216
Africa	Morocco	2016	3	Violin	Strings	4507.00	391
Africa	Morocco	2016	3	Cello	Strings	2357.00	423
Africa	Morocco	2016	3	Guitar	Strings	5394.00	623
Africa	Morocco	2016	3	Flute	Winds	6722.00	343
Africa	Morocco	2016	3	Oboe	Winds	2180.00	399
Africa	Morocco	2016	3	Clarinet	Winds	5320.00	323
Africa	Morocco	2016	3	Trumpet	Brass	2255.00	659
Africa	Morocco	2016	3	Trombone	Brass	5278.00	631
Africa	Morocco	2016	3	Tuba	Brass	5397.00	626
Africa	Morocco	2016	3	Sax	Winds	5214.00	588
Asia	Japan	2016	3	Piano	Strings	4785.00	503
Asia	Japan	2016	3	Violin	Strings	4375.00	327
Asia	Japan	2016	3	Cello	Strings	4268.00	290
Asia	Japan	2016	3	Guitar	Strings	3029.00	673
Asia	Japan	2016	3	Flute	Winds	6881.00	235
Asia	Japan	2016	3	Oboe	Winds	4104.00	653
Asia	Japan	2016	3	Clarinet	Winds	4607.00	397
Asia	Japan	2016	3	Trumpet	Brass	6081.00	631
Asia	Japan	2016	3	Trombone	Brass	4395.00	349
Asia	Japan	2016	3	Tuba	Brass	2133.00	560
Asia	Japan	2016	3	Sax	Winds	5429.00	492
Asia	China	2016	3	Piano	Strings	5516.00	370
Asia	China	2016	3	Violin	Strings	2634.00	503
Asia	China	2016	3	Cello	Strings	6209.00	473
Asia	China	2016	3	Guitar	Strings	6453.00	408
Asia	China	2016	3	Flute	Winds	3806.00	398
Asia	China	2016	3	Oboe	Winds	3855.00	271
Asia	China	2016	3	Clarinet	Winds	6656.00	545
Asia	China	2016	3	Trumpet	Brass	5603.00	520
Asia	China	2016	3	Trombone	Brass	2254.00	574
Asia	China	2016	3	Tuba	Brass	4770.00	388
Asia	China	2016	3	Sax	Winds	3878.00	406
Asia	India	2016	3	Piano	Strings	6504.00	489
Asia	India	2016	3	Violin	Strings	3487.00	359
Asia	India	2016	3	Cello	Strings	4043.00	506
Asia	India	2016	3	Guitar	Strings	5856.00	409
Asia	India	2016	3	Flute	Winds	5983.00	518
Asia	India	2016	3	Oboe	Winds	3965.00	567
Asia	India	2016	3	Clarinet	Winds	4792.00	439
Asia	India	2016	3	Trumpet	Brass	5647.00	389
Asia	India	2016	3	Trombone	Brass	6574.00	595
Asia	India	2016	3	Tuba	Brass	6472.00	611
Asia	India	2016	3	Sax	Winds	2087.00	416
Asia	Thailand	2016	3	Piano	Strings	3890.00	404
Asia	Thailand	2016	3	Violin	Strings	4010.00	253
Asia	Thailand	2016	3	Cello	Strings	2623.00	257
Asia	Thailand	2016	3	Guitar	Strings	5454.00	329
Asia	Thailand	2016	3	Flute	Winds	6301.00	488
Asia	Thailand	2016	3	Oboe	Winds	4730.00	307
Asia	Thailand	2016	3	Clarinet	Winds	5358.00	373
Asia	Thailand	2016	3	Trumpet	Brass	6368.00	486
Asia	Thailand	2016	3	Trombone	Brass	6171.00	405
Asia	Thailand	2016	3	Tuba	Brass	3375.00	617
Asia	Thailand	2016	3	Sax	Winds	6449.00	678
Europe	Italy	2016	3	Piano	Strings	5759.00	357
Europe	Italy	2016	3	Violin	Strings	6874.00	393
Europe	Italy	2016	3	Cello	Strings	5289.00	329
Europe	Italy	2016	3	Guitar	Strings	3993.00	492
Europe	Italy	2016	3	Flute	Winds	6512.00	327
Europe	Italy	2016	3	Oboe	Winds	4358.00	417
Europe	Italy	2016	3	Clarinet	Winds	4020.00	630
Europe	Italy	2016	3	Trumpet	Brass	4917.00	488
Europe	Italy	2016	3	Trombone	Brass	5963.00	447
